Ref_file	Query_file	AAI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000010085.1_ASM1008v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.7030	0.3042	0.2704	NC_007712.1 Sodalis glossinidius str. 'morsitans', complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_004295645.1_ASM429564v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.7027	0.3617	0.3470	NZ_CP034752.1 Jinshanibacter zhutongyuii strain CF-458 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_011745665.1_ASM1174566v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.7018	0.2733	0.1509	NZ_CP050253.1 Zophobihabitans entericus strain IPMB12 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000196155.1_ASM19615v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.7005	0.2590	0.3051	NC_005126.1 Photorhabdus laumondii subsp. laumondii TTO1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000027225.1_ASM2722v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.7004	0.3250	0.2844	NC_013892.1 Xenorhabdus bovienii SS-2004, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000971765.1_ASM97176v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6997	0.3292	0.0816	NZ_CP010907.1 Candidatus Pantoea carbekii strain US chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900478135.1_28193_H01_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6986	0.3828	0.3152	NZ_LS483470.1 Leminorella richardii strain NCTC12151 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_020541225.1_ASM2054122v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6972	0.2886	0.0818	NZ_CP045889.1 Candidatus Steffania adelgidicola isolate Ad18-003 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_004116975.1_ASM411697v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6970	0.3808	0.3100	NZ_CP026364.1 Proteus hauseri strain 15H5D-4a chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001721185.1_ASM172118v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6964	0.3011	0.2820	NZ_CP016176.1 Xenorhabdus hominickii strain ANU1 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900475855.1_46338_B02_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6958	0.3693	0.3278	NZ_LS483422.1 Providencia heimbachae strain NCTC12003 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000517405.1_ASM51740v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6952	0.2991	0.2796	NZ_CP006568.1 Candidatus Sodalis pierantonius str. SOPE chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000968175.1_ASM96817v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6952	0.3677	0.2787	NZ_FO704551.1 Xenorhabdus poinarii G6 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_014295015.1_ASM1429501v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6946	0.3328	0.2947	NZ_CP060401.1 Xenorhabdus nematophila strain SII chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000807275.1_ASM80727v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6943	0.2198	0.1225	NZ_CP009056.1 Frischella perrara strain PEB0191 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900638655.1_58635_F02_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6939	0.3676	0.3074	NZ_LR134531.1 Pragia fontium strain NCTC12284 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_902387845.1_UHGG_MGYG-HGUT-02512_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6927	0.3812	0.3084	NZ_LR699007.1 Morganella morganii isolate MGYG-HGUT-02512 chromosome 1	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002393505.1_ASM239350v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6925	0.3738	0.3089	NZ_CP023536.1 Providencia alcalifaciens strain FDAARGOS_408 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_017743015.1_ASM1774301v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6916	0.3132	0.2832	NZ_CP072455.1 Xenorhabdus budapestensis strain C-7-2 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_020541265.1_ASM2054126v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6915	0.2135	0.0533	NZ_CP045925.1 Candidatus Profftia lariciata isolate Ad13-081 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900698925.1_ErCicurvipes_v1.0_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6900	0.2432	0.0561	NZ_LR217713.1 Candidatus Erwinia haradaeae strain ErCicurvipes isolate 3402 chromosome 1	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_020991025.1_ASM2099102v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6886	0.3082	0.2464	NZ_CP087711.1 Plesiomonas shigelloides strain 7A chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001534665.1_ASM153466v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6884	0.3172	0.0550	NZ_CP013920.1 Candidatus Arsenophonus lipoptenae strain CB chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000287335.1_ASM28733v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6860	0.3532	0.1054	NC_018419.1 Secondary endosymbiont of Ctenarytaina eucalypti, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000021705.1_ASM2170v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6851	0.2226	0.1000	NC_012751.1 Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum), complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000287355.1_ASM28735v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6834	0.2257	0.0524	NC_018420.1 Secondary endosymbiont of Heteropsylla cubana, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_013377275.1_ASM1337727v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6788	0.2657	0.1008	NZ_CP016615.1 Vespertiliibacter pulmonis strain CCUG 64585 chromosome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001647695.1_ASM164769v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6765	0.2475	0.0815	NZ_CP015425.1 [Haemophilus] ducreyi strain VAN2 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_009684715.1_ASM968471v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6756	0.2423	0.1013	NZ_CP016604.1 Otariodibacter oris strain Baika1 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900477945.1_45473_H02_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6751	0.3123	0.1251	NZ_LS483458.1 Haemophilus haemolyticus strain NCTC10839 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002216855.1_ASM221685v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6741	0.0978	0.0525	NZ_CP022355.1 Paraphotobacterium marinum strain NSCS20N07D chromosome large, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_020810675.1_ASM2081067v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6730	0.2583	0.1187	NZ_CP085871.1 Pasteurella canis strain HL_NV12211 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000006825.1_ASM682v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6707	0.2854	0.1334	NC_002663.1 Pasteurella multocida subsp. multocida str. Pm70, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900161835.1_HBAv1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6706	0.2420	0.0813	NZ_LT897836.1 Sodalis endosymbiont of Henestaris halophilus isolate HBA genome assembly, chromosome: I	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_009665375.1_ASM966537v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6703	0.1692	0.1552	NZ_CP035780.1 Photobacterium damselae strain 2012V-1072 chromosome 1	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_013377195.1_ASM1337719v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6699	0.1966	0.0865	NZ_CP016605.1 Bisgaardia hudsonensis strain M327/99/2 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002162215.1_ASM216221v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6656	0.2174	0.0983	NZ_CP018804.1 Histophilus somni strain USDA-ARS-USMARC-63368 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900638385.1_57566_E02_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6638	0.2004	0.0763	NZ_LR134510.1 Actinobacillus delphinicola strain NCTC12871 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000931575.1_ASM93157v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6636	0.2887	0.1104	NZ_CP007470.1 Haemophilus influenzae strain 477 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_009363415.1_ASM936341v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6629	0.1348	0.1257	NZ_CP045350.1 Vibrio aquimaris strain THAF100 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900186835.1_49950_F01_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6625	0.2330	0.1103	NZ_LT906448.1 Pasteurella dagmatis strain NCTC11617 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_011455875.1_ASM1145587v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6624	0.2445	0.1141	NZ_CP015031.1 Basfia succiniciproducens strain JF4016 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000007745.1_ASM774v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6615	0.2346	0.1124	NC_006300.1 [Mannheimia] succiniciproducens MBEL55E, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_009601765.2_ASM960176v2_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6606	0.1824	0.1327	NZ_CP045699.1 Vibrio algicola strain SM1977 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_009763765.1_ASM976376v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6603	0.1801	0.1351	NZ_CP046793.1 Vibrio metschnikovii strain 9502-00 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000801145.1_ASM80114v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6598	0.2155	0.1085	NZ_CP007715.1 Actinobacillus equuli subsp. equuli strain 19392 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002257545.1_ASM225754v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6598	0.1654	0.1377	NZ_CP022741.1 Vibrio qinghaiensis strain Q67 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_011765605.1_ASM1176560v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6591	0.2110	0.1102	NZ_CP050316.1 Avibacterium paragallinarum strain ESV-135 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900186995.1_50465_A02_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6587	0.2622	0.1184	NZ_LT906463.1 Haemophilus pittmaniae strain NCTC13334 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_011455695.1_ASM1145569v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6586	0.2464	0.1163	NZ_CP015030.1 Mannheimia granulomatis strain B 234/94 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900635775.1_33763_C01_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6586	0.2339	0.1080	NZ_LR134167.1 Avibacterium volantium strain NCTC3438 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002157735.2_ASM215773v2_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6565	0.1916	0.1339	NZ_AP018689.1 Vibrio aphrogenes strain CA-1004 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_017352235.1_ASM1735223v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6562	0.2236	0.1071	NZ_CP071487.1 Glaesserella parasuis strain YHP1818 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_003101015.1_ASM310101v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6560	0.2293	0.1075	NZ_CP029206.1 Actinobacillus porcitonsillarum strain 9953L55 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_010587025.1_ASM1058702v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6545	0.2135	0.1153	NZ_CP040863.1 Rodentibacter heylii strain G1 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900475885.1_49595_C01_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6542	0.2326	0.0960	NZ_LS483429.1 Haemophilus aegyptius strain NCTC8502 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_015356115.1_ASM1535611v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6532	0.2088	0.1080	NZ_CP063056.1 Rodentibacter haemolyticus strain DSM 111151 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000739435.1_ASM73943v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6531	0.2002	0.1037	NZ_CP009159.1 Actinobacillus suis ATCC 33415 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_001558255.2_ASM155825v2_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6530	0.1720	0.1424	NZ_CP014056.2 Grimontia hollisae strain FDAARGOS_111 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_016889385.1_ASM1688938v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6525	0.2069	0.0897	NZ_CP069510.1 Haemophilus parahaemolyticus strain FDAARGOS_1199 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_018343795.1_ASM1834379v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6525	0.1738	0.0828	NZ_CP074346.1 Pasteurella atlantica strain NVI-9100 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900636915.1_45532_F02_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6522	0.1840	0.0891	NZ_LR134327.1 Aggregatibacter aphrophilus ATCC 33389 strain NCTC 5906 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900476035.1_53694_C01_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6516	0.2432	0.1019	NZ_LS483443.1 Aggregatibacter segnis ATCC 33393 strain NCTC 10977 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_013377295.1_ASM1337729v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6515	0.1670	0.0777	NZ_CP016180.1 Pasteurella skyensis strain 95A1 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_009828705.1_ASM982870v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6515	0.2308	0.1025	NZ_CP046531.1 Mannheimia ovis strain ZY170218 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_017310215.1_ASM1731021v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6510	0.1730	0.1707	NZ_CP050851.1 Aeromonas hydrophila strain OnP3.1 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000521725.1_ASM52172v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6505	0.1856	0.0900	NZ_CP006954.1 Bibersteinia trehalosi USDA-ARS-USMARC-188 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000521695.1_ASM52169v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6505	0.2458	0.1085	NZ_CP006944.1 Mannheimia varigena USDA-ARS-USMARC-1312 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002381345.1_ASM238134v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6502	0.1392	0.0618	NZ_CP020660.1 Candidatus Enterovibrio luxaltus isolate CC26 chromosome 1	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_900638445.1_57675_E01_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6491	0.2264	0.1090	NZ_LR134515.1 Actinobacillus pleuropneumoniae strain NCTC10976 chromosome 1, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_014892695.1_ASM1489269v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6489	0.1739	0.1431	NZ_CP040449.1 Aeromonas simiae strain A6 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_011455495.1_ASM1145549v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6457	0.2250	0.0995	NZ_CP015029.1 Frederiksenia canicola strain HPA 21 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002285575.1_ASM228557v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6453	0.1834	0.1047	NZ_CP023044.1 Mannheimia haemolytica strain USDA-ARS-USMARC-191 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_020405345.1_ASM2040534v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6445	0.1591	0.1572	NZ_CP084351.1 Aeromonas dhakensis strain 71431 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000023065.1_ASM2306v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6438	0.1763	0.1268	NC_012691.1 Tolumonas auensis DSM 9187, complete sequence	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_000599985.1_ASM59998v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6418	0.1834	0.1192	NZ_CP007445.1 Gilliamella apicola strain wkB1 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_013378015.1_ASM1337801v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6413	0.1622	0.0760	NZ_CP055302.1 Mannheimia pernigra strain 16CN0041 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_002407485.1_ASM240748v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6404	0.1358	0.1174	NZ_CP012621.1 Zobellella denitrificans strain F13-1 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
/home/jshaw/scratch/DATABASES/refseq_all/GCF_020149575.1_ASM2014957v1_genomic.fna	./references/refseq_subset_aai/GCF_000006925.2_ASM692v2_genomic.fna	0.6394	0.1537	0.1387	NZ_CP079742.1 Aeromonas rivuli strain 20-VB00005 chromosome, complete genome	NC_004337.2 Shigella flexneri 2a str. 301 chromosome, complete genome
