Ref_file	Query_file	ANI	Align_fraction_query	Align_fraction_reference	ANI_95_percentile	ANI_5_percentile	Ref_name	Query_name
references/D2/Bacillus_cereus_GCA_001932005.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9329	0.7985	0.7515	0.9288	0.9369	MSBQ01000001.1 Bacillus cereus strain PJC48 contig1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_900101305.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9322	0.7850	0.7454	0.9281	0.9364	FMZR01000052.1 Bacillus cereus strain KPR-7A genome assembly, contig: Ga0059125_152, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001317525.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9315	0.8018	0.8167	0.9276	0.9355	LJXA01000001.1 Bacillus cereus strain S612 AN402.Contig345, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_thuringiensis_GCA_001756265.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9314	0.7967	0.7487	0.9273	0.9355	LXLK01000001.1 Bacillus thuringiensis strain GOE6 BTGOE6_contig000001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001044575.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9311	0.7993	0.7965	0.9269	0.9353	JYPF01000023.1 Bacillus cereus strain 14294-3 (M6) contig551, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001008655.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9311	0.7951	0.7612	0.9266	0.9357	LCYN01000001.1 Bacillus cereus strain B4147 NODE_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_900155895.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9310	0.7800	0.8163	0.9270	0.9351	FTLZ01000018.1 Bacillus cereus strain RU36C genome assembly, contig: Ga0136731_118, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_BAG5X2_1_GCA_000291375.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9306	0.8132	0.7645	0.9263	0.9350	JH791975.1 Bacillus cereus BAG5X2-1 genomic scaffold supercont1.1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001044745.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9306	0.7985	0.8117	0.9264	0.9348	LABO01000001.1 Bacillus cereus strain RIMV BC 126, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001044815.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9305	0.8307	0.7344	0.9260	0.9351	LABL01000004.1 Bacillus cereus strain MHI 226, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_BAG2O_3_GCA_000399285.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9302	0.8079	0.7651	0.9257	0.9347	KB976530.1 Bacillus cereus BAG2O-3 genomic scaffold acfXF-supercont1.1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_BAG6X1_1_GCA_000293565.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9299	0.8084	0.8050	0.9255	0.9343	JH804637.1 Bacillus cereus BAG6X1-1 genomic scaffold supercont1.1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_BAG2X1_2_GCA_000291495.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9296	0.8163	0.8039	0.9252	0.9339	JH791910.1 Bacillus cereus BAG2X1-2 genomic scaffold supercont1.1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_BAG3O_1_GCA_000399645.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9295	0.8252	0.7731	0.9251	0.9339	KB976979.1 Bacillus cereus BAG3O-1 genomic scaffold acqxM-supercont1.1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001008565.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9295	0.8297	0.7543	0.9248	0.9342	LCYI01000001.1 Bacillus cereus strain B4077 NODE_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_AH1271_NZ_CM000739.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9294	0.8048	0.7831	0.9250	0.9337	NZ_CM000739.1 Bacillus cereus AH1271 chromosome, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001901305.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9280	0.7919	0.7383	0.9234	0.9326	MPON01000001.1 Bacillus cereus strain NZAS03 NZAS03_mira_c1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001901245.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9273	0.8103	0.7525	0.9228	0.9318	MPOM01000001.1 Bacillus cereus strain NZAS02 NZAS02_mira_c1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001619355.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9270	0.7828	0.6701	0.9223	0.9317	LJKE01000032.1 Bacillus cereus strain B4088 scaffold1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001566705.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9258	0.6931	0.7361	0.9219	0.9297	LRRP01000003.1 Bacillus cereus strain DSM 626 contig100, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001583845.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9243	0.6235	0.6071	0.9199	0.9287	LOQD01000001.1 Bacillus cereus strain FSL W8-0767 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_NZ_CP011155.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9238	0.7796	0.7175	0.9199	0.9277	NZ_CP011155.1 Bacillus cereus strain HN001, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001058585.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9229	0.6870	0.6730	0.9184	0.9274	JURN01000001.1 Bacillus cereus strain 820_BCER 0_4618_32410, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001683705.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9222	0.6974	0.6852	0.9178	0.9266	LEBX01000173.1 Bacillus cereus strain AH725 contig00001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001044665.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9217	0.7068	0.7056	0.9173	0.9261	JYPK01000001.1 Bacillus cereus strain F4430-73 contig0, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001909175.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9209	0.7428	0.7994	0.9169	0.9249	LZOD01000001.1 Bacillus cereus strain BC04 scaffold100xsize501, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_VD154_GCA_000290795.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9209	0.7919	0.6913	0.9167	0.9251	JH791880.1 Bacillus cereus VD154 genomic scaffold supercont1.1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001579695.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9208	0.7509	0.7674	0.9163	0.9253	LSTW01000001.1 Bacillus cereus strain 905 contig00001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_NZ_CP011145.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9206	0.7766	0.7527	0.9166	0.9247	NZ_CP011145.1 Bacillus cereus strain FORC_013, complete sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001913405.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9205	0.7548	0.7368	0.9161	0.9250	MIFK01000001.1 Bacillus cereus strain MOD1_Bc23 Bc23_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_thuringiensis_Sbt003_GCA_000878525.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9202	0.7637	0.6805	0.9158	0.9245	KN849181.1 Bacillus thuringiensis Sbt003 genomic scaffold scaffold0001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_ATCC_14579_NC_004722.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9199	0.7628	0.7737	0.9158	0.9239	NC_004722.1 Bacillus cereus ATCC 14579 chromosome, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001940365.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9198	0.6796	0.6087	0.9154	0.9242	MNKZ01000001.1 Bacillus cereus strain MOD1_Bc174 E80F4D_S2_L001_R1_001_trimmed_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_thuringiensis_serovar_pakistani_str__T13001_NZ_CM000750.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9197	0.7787	0.7099	0.9156	0.9238	NZ_CM000750.1 Bacillus thuringiensis serovar pakistani str. T13001 chromosome, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001583865.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9195	0.7517	0.7041	0.9154	0.9235	LOQB01000001.1 Bacillus cereus strain FSL W8-0824 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001913625.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9192	0.7737	0.8070	0.9155	0.9230	MIFP01000001.1 Bacillus cereus strain MOD1_Bc77 Bc77_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001913475.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9191	0.7284	0.7118	0.9146	0.9237	MIFI01000001.1 Bacillus cereus strain MOD1_Bc68 Bc68_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_CP014486.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9191	0.7688	0.7876	0.9148	0.9233	CP014486.1 Bacillus cereus strain FORC021, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_NZ_CP012691.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9190	0.7684	0.7789	0.9146	0.9235	NZ_CP012691.1 Bacillus cereus strain FORC_024, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_NZ_CP011151.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9190	0.7904	0.7118	0.9151	0.9230	NZ_CP011151.1 Bacillus cereus strain CMCC P0021, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_NZ_CP011153.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9190	0.7902	0.7133	0.9150	0.9230	NZ_CP011153.1 Bacillus cereus strain CMCC P0011, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_VD166_GCA_000290755.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9190	0.7937	0.7107	0.9148	0.9232	JH791854.1 Bacillus cereus VD166 genomic scaffold supercont1.1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001729445.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9189	0.7140	0.7315	0.9144	0.9235	MAID01000001.1 Bacillus cereus strain A50 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001077095.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9188	0.7727	0.7950	0.9147	0.9229	JURL01000007.1 Bacillus cereus strain 822_BCER 181_179777_2789929, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_B4264_NC_011725.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9187	0.7601	0.7721	0.9145	0.9229	NC_011725.1 Bacillus cereus B4264, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001044715.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9187	0.7688	0.7566	0.9142	0.9232	LABI01000005.1 Bacillus cereus strain INRA C3, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001883865.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9187	0.7758	0.7784	0.9146	0.9227	LZRB01000001.1 Bacillus cereus strain N31 contig1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_VD014_GCA_000291255.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9185	0.7728	0.6856	0.9137	0.9232	JH792025.1 Bacillus cereus VD014 genomic scaffold supercont1.1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001619405.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9184	0.7834	0.7717	0.9141	0.9228	LJKJ01000056.1 Bacillus cereus strain B4155 scaffold1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_BDRD_Cer4_NZ_CM000726.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9184	0.7578	0.7729	0.9145	0.9224	NZ_CM000726.1 Bacillus cereus BDRD-Cer4 chromosome, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001895235.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9184	0.7383	0.7653	0.9142	0.9226	MLYK01000001.1 Bacillus cereus strain 16SBCL1279 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_BAG3O_2_GCA_000291535.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9184	0.7626	0.7168	0.9143	0.9224	JH791899.1 Bacillus cereus BAG3O-2 genomic scaffold supercont1.1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_thuringiensis_serovar_huazhongensis_BGSC_4BD1_NZ_CM000756.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9183	0.7934	0.7008	0.9140	0.9227	NZ_CM000756.1 Bacillus thuringiensis serovar huazhongensis BGSC 4BD1 chromosome, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001913575.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9183	0.7566	0.7410	0.9142	0.9225	MIEV01000001.1 Bacillus cereus strain MOD1_Bc139 Bc139_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_VD140_GCA_000399545.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9183	0.7592	0.7319	0.9142	0.9224	KB976801.1 Bacillus cereus VD140 genomic scaffold acrGW-supercont1.1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_thuringiensis_GCA_001757675.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9183	0.7616	0.7822	0.9140	0.9226	LXLF01000001.1 Bacillus thuringiensis strain GOE1 BTGOE1_contig000001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_thuringiensis_GCA_001968805.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9183	0.7683	0.7054	0.9140	0.9225	MSFC01000001.1 Bacillus thuringiensis strain INTA Fr7-4 NODE_1/0, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_NZ_CP009686.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9181	0.7621	0.7841	0.9139	0.9223	NZ_CP009686.1 Bacillus cereus strain FORC_005, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_BDRD_ST24_NZ_CM000723.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9181	0.7691	0.7787	0.9141	0.9221	NZ_CM000723.1 Bacillus cereus BDRD-ST24 chromosome, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_thuringiensis_BMB171_NC_014171.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9181	0.7761	0.7571	0.9136	0.9226	NC_014171.1 Bacillus thuringiensis BMB171, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_thuringiensis_NZ_CP014282.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9181	0.8021	0.6909	0.9134	0.9228	NZ_CP014282.1 Bacillus thuringiensis strain Bt185, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_AH676_NZ_CM000738.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9180	0.7584	0.7461	0.9139	0.9222	NZ_CM000738.1 Bacillus cereus AH676 chromosome, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_thuringiensis_serovar_indiana_NZ_CP010106.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9180	0.7768	0.6898	0.9135	0.9225	NZ_CP010106.1 Bacillus thuringiensis serovar indiana strain HD521, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_BAG5X12_1_GCA_000399325.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9179	0.7775	0.7475	0.9138	0.9221	KB976553.1 Bacillus cereus BAG5X12-1 genomic scaffold acfXH-supercont1.1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_thuringiensis_GCA_001757685.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9179	0.7639	0.7850	0.9135	0.9223	LXLG01000001.1 Bacillus thuringiensis strain GOE2 BTGOE2_contig000001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001677965.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9179	0.7699	0.7772	0.9134	0.9224	LZRI01000001.1 Bacillus cereus strain MROC2 scaffold1.1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001043655.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9179	0.7355	0.7865	0.9135	0.9223	LDUP01000001.1 Bacillus cereus strain LK9, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001982855.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9178	0.7449	0.7732	0.9135	0.9222	MLKE01000001.1 Bacillus cereus strain MOD1_Bc149 D56F2C_S5_L001_R1_001_trimmed_contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001729295.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9177	0.7083	0.7627	0.9132	0.9221	LZPN01000001.1 Bacillus cereus strain A9 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001008595.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9177	0.7701	0.6797	0.9128	0.9225	LCYK01000001.1 Bacillus cereus strain B4080 NODE_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001619525.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9176	0.7584	0.8012	0.9133	0.9219	LJKH01000015.1 Bacillus cereus strain B4118 scaffold1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001059175.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9176	0.7781	0.7947	0.9134	0.9218	JURK01000002.1 Bacillus cereus strain 823_BTHU 109_58471_1659091, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_GCA_001583935.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9176	0.7376	0.5923	0.9130	0.9221	LOMO01000001.1 Bacillus cereus strain FSL K6-0073 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_cereus_NZ_CP015727.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9176	0.7703	0.7394	0.9130	0.9222	NZ_CP015727.1 Bacillus cereus strain A1, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_thuringiensis_serovar_israelensis_GCA_000585975.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9175	0.7042	0.7693	0.9135	0.9216	JEOC01000001.1 Bacillus thuringiensis serovar israelensis strain 4Q7 contig1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
