Ref_file	Query_file	AAI	Align_fraction_query	Align_fraction_reference	Ref_name	Query_name
references/D5/Parks8k_GCA_002392215_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8045	0.6858	0.4589	DGGN01000025.1 TPA_asm: Pseudomonas stutzeri isolate UBA3873 UBA3873_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002295785_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8042	0.6555	0.4203	DBGF01000053.1 TPA_asm: Pseudomonas stutzeri isolate UBA861 UBA861_contig_103, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002341735_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8035	0.6731	0.4557	DDOQ01000046.1 TPA_asm: Pseudomonas stutzeri isolate UBA2490 UBA2490_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002392045_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8033	0.6804	0.4381	DGGE01000027.1 TPA_asm: Pseudomonas stutzeri isolate UBA3882 UBA3882_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002363465_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8030	0.3982	0.4299	DEVS01000028.1 TPA_asm: Pseudomonas stutzeri isolate UBA3230 UBA3230_contig_103, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002331645_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8021	0.6121	0.4969	DCZQ01000040.1 TPA_asm: Pseudomonas stutzeri isolate UBA2080 UBA2080_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002415305_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8020	0.6620	0.4275	DICJ01000018.1 TPA_asm: Pseudomonas stutzeri isolate UBA5029 UBA5029_contig_101, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002325885_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8017	0.6579	0.4570	DCSZ01000041.1 TPA_asm: Pseudomonas stutzeri isolate UBA1453 UBA1453_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002439185_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8014	0.6596	0.4427	DJTI01000038.1 TPA_asm: Pseudomonas stutzeri isolate UBA6312 UBA6312_contig_104, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002367555_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8012	0.6598	0.4514	DFCW01000019.1 TPA_asm: Pseudomonas stutzeri isolate UBA3044 UBA3044_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002306155_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8012	0.6667	0.4672	DBRZ01000031.1 TPA_asm: Pseudomonas stutzeri isolate UBA1355 UBA1355_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002380885_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8007	0.6396	0.4338	DFWM01000060.1 TPA_asm: Pseudomonas stutzeri isolate UBA4134 UBA4134_contig_101, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002377205_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8007	0.6528	0.4314	DFPK01000014.1 TPA_asm: Pseudomonas stutzeri isolate UBA3517 UBA3517_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002500675_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8003	0.6314	0.4411	DLSN01000014.1 TPA_asm: Pseudomonas stutzeri isolate UBA7861 UBA7861_contig_118, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002414315_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8001	0.6630	0.4677	DHYZ01000036.1 TPA_asm: Pseudomonas stutzeri isolate UBA5117 UBA5117_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002315125_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8001	0.6690	0.4524	DCFM01000025.1 TPA_asm: Pseudomonas stutzeri isolate UBA1804 UBA1804_contig_101, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002500775_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8000	0.6517	0.4470	DLTE01000023.1 TPA_asm: Pseudomonas stutzeri isolate UBA7844 UBA7844_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002338305_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.8000	0.6581	0.4416	DDIA01000003.1 TPA_asm: Pseudomonas stutzeri isolate UBA1862 UBA1862_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002337885_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7996	0.6783	0.4648	DDGY01000031.1 TPA_asm: Pseudomonas stutzeri isolate UBA1890 UBA1890_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002362885_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7994	0.6552	0.4541	DEVQ01000010.1 TPA_asm: Pseudomonas stutzeri isolate UBA3232 UBA3232_contig_11, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002337855_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7994	0.6615	0.4615	DDGW01000016.1 TPA_asm: Pseudomonas stutzeri isolate UBA1892 UBA1892_contig_105, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002296325_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7993	0.5894	0.3817	DBIJ01000030.1 TPA_asm: Pseudomonas stutzeri isolate UBA805 UBA805_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002333255_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7991	0.6678	0.4440	DDAO01000023.1 TPA_asm: Pseudomonas stutzeri isolate UBA2056 UBA2056_contig_102, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002453575_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7989	0.6609	0.4446	DKHE01000015.1 TPA_asm: Pseudomonas stutzeri isolate UBA6752 UBA6752_contig_12, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002389895_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7987	0.6643	0.4399	DGRJ01000032.1 TPA_asm: Pseudomonas stutzeri isolate UBA4391 UBA4391_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002321815_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7986	0.6546	0.4505	DCLX01000043.1 TPA_asm: Pseudomonas stutzeri isolate UBA1637 UBA1637_contig_101, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002354255_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7983	0.6535	0.4631	DELF01000061.1 TPA_asm: Pseudomonas stutzeri isolate UBA2703 UBA2703_contig_104, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002352925_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7982	0.6413	0.4721	DDHE01000035.1 TPA_asm: Pseudomonas stutzeri isolate UBA1884 UBA1884_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002455635_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7979	0.6541	0.4320	DKLD01000034.1 TPA_asm: Pseudomonas stutzeri isolate UBA6649 UBA6649_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002306135_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7978	0.6734	0.4362	DBRY01000023.1 TPA_asm: Pseudomonas stutzeri isolate UBA1356 UBA1356_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002483925_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7977	0.6574	0.3704	DLIV01000067.1 TPA_asm: Pseudomonas stutzeri isolate UBA7633 UBA7633_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002325895_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7975	0.6638	0.4388	DCTA01000028.1 TPA_asm: Pseudomonas stutzeri isolate UBA1452 UBA1452_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002430265_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7974	0.6535	0.4229	DJBZ01000004.1 TPA_asm: Pseudomonas stutzeri isolate UBA5963 UBA5963_contig_100, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002455715_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7973	0.6462	0.4674	DKLJ01000019.1 TPA_asm: Pseudomonas stutzeri isolate UBA6643 UBA6643_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002363025_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7973	0.6424	0.4277	DEVU01000025.1 TPA_asm: Pseudomonas stutzeri isolate UBA3228 UBA3228_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002438285_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7967	0.6543	0.4726	DJTT01000028.1 TPA_asm: Pseudomonas stutzeri isolate UBA6301 UBA6301_contig_12, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002359175_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7964	0.6855	0.3922	DEMK01000071.1 TPA_asm: Pseudomonas stutzeri isolate UBA2672 UBA2672_contig_1001, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002392165_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7957	0.5340	0.4306	DGGK01000020.1 TPA_asm: Pseudomonas stutzeri isolate UBA3876 UBA3876_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002487265_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7956	0.4038	0.3487	DHAD01000008.1 TPA_asm: Pseudomonas stutzeri isolate UBA4963 UBA4963_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002345575_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7949	0.6301	0.4575	DDVX01000020.1 TPA_asm: Pseudomonas stutzeri isolate UBA2301 UBA2301_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002321985_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7939	0.5831	0.4008	DCNJ01000069.1 TPA_asm: Pseudomonas stutzeri isolate UBA1599 UBA1599_contig_1005, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002294115_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7937	0.6278	0.4448	DBEV01000026.1 TPA_asm: Pseudomonas stutzeri isolate UBA897 UBA897_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002339675_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7930	0.6480	0.4010	DDKB01000011.1 TPA_asm: Pseudomonas stutzeri isolate UBA2609 UBA2609_contig_112, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002332925_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7885	0.5295	0.3879	DDAQ01000028.1 TPA_asm: Pseudomonas stutzeri isolate UBA2054 UBA2054_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002365105_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7875	0.5360	0.4361	DEZE01000036.1 TPA_asm: Pseudomonas stutzeri isolate UBA3140 UBA3140_contig_101, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002471085_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7842	0.4753	0.3805	DKPE01000035.1 TPA_asm: Pseudomonas stutzeri isolate UBA7343 UBA7343_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002392095_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7837	0.6098	0.4428	DGGH01000049.1 TPA_asm: Pseudomonas stutzeri isolate UBA3879 UBA3879_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002354655_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7328	0.4567	0.2732	DELY01000049.1 TPA_asm: Pseudomonas sp. UBA2684 UBA2684_contig_1020, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002454225_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7287	0.2190	0.2384	DKIL01000234.1 TPA_asm: Pseudomonas sp. UBA6719 UBA6719_contig_10074, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002353005_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7267	0.4403	0.2471	DDHQ01000028.1 TPA_asm: Pseudomonas mendocina isolate UBA1872 UBA1872_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002479365_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7225	0.4340	0.2585	DLMS01000010.1 TPA_asm: Pseudomonas sp. UBA7530 UBA7530_contig_100, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002439245_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7211	0.3859	0.2371	DJTN01000248.1 TPA_asm: Pseudomonas sp. UBA6307 UBA6307_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002408625_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7148	0.1317	0.1740	DHTK01000081.1 TPA_asm: Oblitimonas sp. UBA5262 UBA5262_contig_1006, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002417905_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7129	0.1241	0.1914	DIDB01000063.1 TPA_asm: Pseudomonadaceae bacterium UBA5811 UBA5811_contig_10145, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002439135_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7122	0.4398	0.2567	DJSX01000093.1 TPA_asm: Pseudomonas sp. UBA6323 UBA6323_contig_101, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002454255_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7095	0.3489	0.2518	DKIM01000078.1 TPA_asm: Pseudomonas sp. UBA6718 UBA6718_contig_1020, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002360315_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7081	0.0793	0.1405	DEQH01000142.1 TPA_asm: Oblitimonas alkaliphila isolate UBA3371 UBA3371_contig_10117, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002450875_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7042	0.3994	0.2236	DKAQ01000027.1 TPA_asm: Pseudomonas oleovorans isolate UBA6922 UBA6922_contig_11, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002342865_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7039	0.1943	0.2000	DDQM01000125.1 TPA_asm: Oblitimonas sp. UBA2442 UBA2442_contig_1008, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002418465_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7032	0.2767	0.1932	DIEE01000082.1 TPA_asm: Pseudomonas sp. UBA5782 UBA5782_contig_100, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002448735_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.7000	0.3111	0.2239	DKAA01000224.1 TPA_asm: Pseudomonas oleovorans isolate UBA6938 UBA6938_contig_100104, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002364635_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.6997	0.3854	0.2583	DEYR01000019.1 TPA_asm: Pseudomonas sp. UBA3153 UBA3153_contig_107, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002364655_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.6958	0.3882	0.2139	DEYV01000046.1 TPA_asm: Pseudomonas sp. UBA3149 UBA3149_contig_101, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002419965_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.6939	0.3679	0.1680	DIHC01000041.1 TPA_asm: Pseudomonas sp. UBA5706 UBA5706_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002342905_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.6927	0.2375	0.2554	DDQT01000003.1 TPA_asm: Oblitimonas sp. UBA2435 UBA2435_contig_100, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002483005_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.6915	0.1772	0.1840	DLHB01000054.1 TPA_asm: Pseudomonas sp. UBA7679 UBA7679_contig_10017, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002425525_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.6915	0.3746	0.2330	DIMK01000021.1 TPA_asm: Pseudomonas sp. UBA5568 UBA5568_contig_103, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002454615_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.6913	0.3627	0.2057	DKJF01000020.1 TPA_asm: Pseudomonas sp. UBA6699 UBA6699_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002434525_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.6906	0.3518	0.2189	DJKF01000013.1 TPA_asm: Pseudomonas sp. UBA6549 UBA6549_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002482145_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	0.6905	0.3691	0.2293	DLFL01000024.1 TPA_asm: Pseudomonas sp. UBA7721 UBA7721_contig_100, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
