assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4893/ZellerG_2014__CCIS35100175ST-4-0__bin.31.fa	208	2244442	10790	71039	37	19447	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/BackhedF_2015__SID38_M__bin.48.fa	223	2370924	10631	66965	50	14872	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/CM_madagascar__A15_02_1FE__bin.27.fa	642	3066344	4776	29586	160	5941	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/CosteaPI_2017__bugkiller-11-7-0__bin.17.fa	367	2524733	6879	31114	87	9339	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/CosteaPI_2017__SID713A010-11-90-0__bin.32.fa	611	1978208	3237	16348	178	3458	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/FengQ_2015__SID31188__bin.62.fa	104	3047029	29298	205993	16	54138	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/FengQ_2015__SID31871__bin.33.fa	199	2652854	13330	88505	37	19853	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/FengQ_2015__SID31883__bin.1.fa	145	1798411	12402	101229	20	26274	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/FengQ_2015__SID530154__bin.5.fa	15	1224604	81640	253941	3	166347	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/HMP_2012__SRS015133__bin.58.fa	399	2493975	6250	34200	90	8527	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/IjazUZ_2017__S4_a_WGS__bin.22.fa	685	2532752	3697	21373	184	4060	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/KarlssonFH_2013__S372__bin.31.fa	108	2909188	26936	172027	19	47396	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/KarlssonFH_2013__S434__bin.53.fa	380	2253554	5930	34900	88	8099	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/LiJ_2014__O2.UC32-1__bin.39.fa	87	2486591	28581	183255	14	48554	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/LiJ_2014__O2.UC4-1__bin.70.fa	215	2130082	9907	48208	46	14915	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/LiJ_2014__V1.FI36__bin.59.fa	85	2088021	24564	121645	17	39815	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/LiSS_2016__FAT_024-22-84-0__bin.7.fa	91	2214808	24338	161242	18	38466	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/LiuW_2016__SRR3993035__bin.110.fa	317	1787514	5638	47280	71	7925	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/NielsenHB_2014__O2_UC17_2__bin.12.fa	150	2687588	17917	99746	30	29019	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/NielsenHB_2014__V1_CD15_3__bin.40.fa	25	1816548	72661	213782	6	144058	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/NielsenHB_2014__V1_CD17_4__bin.17.fa	548	1957502	3572	22073	156	4058	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/NielsenHB_2014__V1_UC4_5__bin.83.fa	87	1792859	20607	94727	20	30431	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/SchirmerM_2016__G89052__bin.18.fa	435	1897332	4361	23937	117	5170	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/XieH_2016__YSZC12003_36389__bin.26.fa	30	1723551	57451	213442	6	110670	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/ZeeviD_2015__PNP_Main_144__bin.9.fa	127	2739643	21571	108033	24	35577	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/ZeeviD_2015__PNP_Main_243__bin.52.fa	536	1984554	3702	17146	154	4176	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/ZellerG_2014__CCIS36699628ST-4-0__bin.17.fa	177	3309009	18694	99660	31	34212	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/ZellerG_2014__CCIS76845094ST-20-0__bin.91.fa	96	2619261	27283	170077	17	50310	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/ZellerG_2014__CCIS98512455ST-4-0__bin.37.fa	210	3136421	14935	84927	37	27289	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/ZellerG_2014__CCMD13071240ST-21-0__bin.47.fa	115	2646661	23014	146547	22	36855	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4959/ZellerG_2014__MMPU29365221ST__bin.5.fa	202	2757970	13653	96692	40	20284	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/BackhedF_2015__SID184_12M__bin.1.fa	237	3070604	12956	89469	46	20654	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/Bengtsson-PalmeJ_2015__TRAVELRES19__bin.33.fa	151	2900755	19210	104755	30	32912	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/Bengtsson-PalmeJ_2015__TRAVELRES4__bin.123.fa	56	1379038	24625	98285	13	34825	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/Bengtsson-PalmeJ_2015__TRAVELRES57__bin.29.fa	163	3580518	21966	163409	26	41852	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/Bengtsson-PalmeJ_2015__TRAVELRES61__bin.97.fa	238	2914774	12246	93599	45	20407	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/BritoIL_2016__W1.41.ST__bin.79.fa	250	3443829	13775	178157	42	22758	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/CM_madagascar__A58_01_1FE__bin.6.fa	359	2426049	6757	44502	78	10101	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/FengQ_2015__SID31379__bin.49.fa	115	3319569	28865	136687	23	46144	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/FengQ_2015__SID530002__bin.65.fa	206	2962663	14381	127846	39	22003	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/FengQ_2015__SID530119__bin.18.fa	115	2360237	20523	106416	21	35875	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/FengQ_2015__SID530163__bin.45.fa	52	2454901	47209	240181	10	79263	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/FengQ_2015__SID530258__bin.75.fa	275	2645623	9620	64213	54	14054	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/FengQ_2015__SID530297__bin.62.fa	173	2912120	16833	102269	35	27771	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/FengQ_2015__SID530558__bin.75.fa	235	3288590	13994	103397	42	21470	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/FengQ_2015__SID531469__bin.57.fa	158	2638580	16699	88214	29	26067	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/FengQ_2015__SID532779__bin.85.fa	52	1718371	33045	162423	12	43512	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/KarlssonFH_2013__S194__bin.18.fa	572	3602685	6298	67701	116	9037	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/LeChatelierE_2013__MH0086__bin.32.fa	136	3033190	22302	115999	28	36426	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/LeChatelierE_2013__MH0420__bin.61.fa	196	3190043	16275	162552	35	29518	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/LiJ_2014__O2.UC15-1__bin.5.fa	228	2883036	12644	82034	44	19104	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/LiJ_2014__O2.UC32-1__bin.62.fa	554	2303756	4158	25836	141	4837	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/LiJ_2014__O2.UC46-1__bin.34.fa	67	2295644	34263	133147	12	86957	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/LiJ_2014__V1.FI28__bin.31.fa	244	2557159	10480	101974	44	16816	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/LiJ_2014__V1.FI31__bin.11.fa	616	1998468	3244	19709	183	3597	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/NielsenHB_2014__MH0086__bin.4.fa	208	2694426	12953	122965	38	21010	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/SchirmerM_2016__G88975__bin.5.fa	500	2113379	4226	20302	131	5183	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/XieH_2016__YSZC12003_36034__bin.30.fa	426	2975728	6985	49531	94	9298	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/YuJ_2015__SZAXPI003416-4__bin.10.fa	66	3764095	57031	313930	12	95512	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/ZeeviD_2015__PNP_Main_279__bin.36.fa	125	2773548	22188	163046	23	34778	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/ZeeviD_2015__PNP_Main_447__bin.22.fa	215	3185458	14816	109389	38	24682	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/ZellerG_2014__CCIS10793554ST-4-0__bin.56.fa	314	1534599	4887	25666	79	5791	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/ZellerG_2014__CCIS81735969ST-20-0__bin.53.fa	562	2496540	4442	21701	148	5103	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/ZellerG_2014__CCIS81887263ST-4-0__bin.29.fa	158	3355922	21240	104387	29	39526	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4816/ZellerG_2014__CCMD79987997ST-21-0__bin.40.fa	48	2808036	58500	323503	10	92993	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID12_12M__bin.11.fa	696	2108618	3029	17673	211	3122	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID130_12M__bin.16.fa	64	3285325	51333	346816	11	86911	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID157_12M__bin.15.fa	75	3378519	45046	202070	17	74493	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID180_12M__bin.16.fa	111	3168062	28541	231649	21	47110	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID195_12M__bin.8.fa	105	3107892	29598	117142	24	41282	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID229_12M__bin.22.fa	102	2980282	29218	143657	21	49759	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID258_12M__bin.21.fa	560	2797575	4995	27187	134	6344	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID265_12M__bin.15.fa	591	2892274	4893	34300	146	5863	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID272_12M__bin.5.fa	610	2122108	3478	14717	184	3805	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID275_12M__bin.13.fa	121	3361469	27780	191846	20	50790	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID281_12M__bin.16.fa	244	3719429	15243	75283	52	21540	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID282_12M__bin.23.fa	93	3580634	38501	154676	17	72421	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID332_12M__bin.35.fa	156	3095178	19840	130877	31	31317	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID343_12M__bin.16.fa	105	3135691	29863	202585	21	50498	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID521_12M__bin.10.fa	365	2842117	7786	72215	73	11059	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID526_12M__bin.21.fa	53	2994911	56507	275081	11	78738	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID560_12M__bin.12.fa	422	3007408	7126	42555	87	10482	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID590_12M__bin.26.fa	93	3184268	34239	143325	19	50926	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID591_12M__bin.12.fa	134	3210152	23956	183862	29	37875	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID608_12M__bin.6.fa	65	3114806	47920	159074	13	92514	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID608_4M__bin.8.fa	75	3579646	47728	204085	15	79976	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID635_4M__bin.8.fa	457	2762485	6044	35470	111	7794	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID70_4M__bin.11.fa	119	2982479	25062	102286	22	39636	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/BackhedF_2015__SID9_12M__bin.2.fa	67	3383592	50501	310832	13	77229	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/GeversD_2014__SKSTL0001__bin.7.fa	607	2497142	4113	38810	140	4862	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/KosticAD_2015__PRJNA231909.3105747__bin.1.fa	685	2985135	4357	23616	188	5004	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/KosticAD_2015__PRJNA231909.3112118__bin.9.fa	274	3114076	11365	110334	53	15539	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/NielsenHB_2014__V1_CD21_0__bin.18.fa	381	3121272	8192	85738	64	12253	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/4752/WenC_2017__N209__bin.11.fa	410	2896418	7064	45827	87	9684	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/Bengtsson-PalmeJ_2015__TRAVELRES68__bin.47.fa	80	2645584	33069	275998	15	48735	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/Bengtsson-PalmeJ_2015__TRAVELRES8__bin.35.fa	152	2883809	18972	119698	29	33443	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/BritoIL_2016__M1.26.ST__bin.14.fa	305	2685592	8805	79736	49	14716	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/BritoIL_2016__M1.62.ST__bin.60.fa	124	2739128	22089	168576	24	34847	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/BritoIL_2016__W2.52.ST__bin.10.fa	327	2562137	7835	55931	58	11104	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/BritoIL_2016__W2.68.ST__bin.11.fa	74	2249507	30398	122183	16	45474	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/HeQ_2017__SZAXPI029492-90__bin.5.fa	142	2806480	19763	139364	24	31781	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/LeChatelierE_2013__MH0313__bin.50.fa	204	2548240	12491	68941	38	20531	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/LiJ_2017__H3M615132__bin.31.fa	403	2440424	6055	45356	94	8356	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/LiuW_2016__SRR3993044__bin.101.fa	526	1615117	3070	16938	160	3367	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/QinJ_2012__CON-057__bin.26.fa	471	2275902	4832	27918	115	5548	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/QinJ_2012__CON-075__bin.51.fa	342	2338513	6837	49872	73	9753	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/QinJ_2012__CON-101__bin.59.fa	486	2074849	4269	28206	107	4847	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/QinJ_2012__DOM022__bin.11.fa	450	2336491	5192	44885	97	6876	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/QinN_2014__HD-20__bin.7.fa	96	2794150	29105	418487	15	41250	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/QinN_2014__HD-39__bin.8.fa	55	2179898	39634	256114	11	55184	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/QinN_2014__HD-40__bin.11.fa	517	1640333	3172	14555	156	3358	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/QinN_2014__LD-45__bin.33.fa	55	2379043	43255	189619	10	56830	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/QinN_2014__LD-98__bin.15.fa	183	2739910	14972	115845	35	23083	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/SchirmerM_2016__G88728__bin.16.fa	602	1686939	2802	11871	189	2895	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/WenC_2017__N017__bin.35.fa	504	2292705	4549	30605	131	5380	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/WenC_2017__N310__bin.37.fa	348	2385415	6854	57722	68	9177	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/ZeeviD_2015__PNP_DietIntervention_2__bin.17.fa	157	2786805	17750	120724	27	34975	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/ZeeviD_2015__PNP_Main_170__bin.44.fa	490	1968218	4016	32304	117	4779	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/ZeeviD_2015__PNP_Main_176__bin.29.fa	76	2431805	31997	237916	14	47838	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/ZeeviD_2015__PNP_Main_303__bin.16.fa	141	2407184	17072	116565	26	27874	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/ZeeviD_2015__PNP_Main_316__bin.11.fa	418	2408668	5762	65996	74	8239	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/ZeeviD_2015__PNP_Main_335__bin.20.fa	96	2735315	28492	173709	21	41169	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/ZeeviD_2015__PNP_Main_76__bin.23.fa	269	2646710	9839	102527	46	14573	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5071/ZellerG_2014__CCIS41692898ST-4-0__bin.27.fa	337	2536886	7527	75526	59	10767	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/BritoIL_2016__M1.27.ST__bin.3.fa	285	2094662	7349	36072	61	9794	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/BritoIL_2016__M1.57.ST__bin.60.fa	94	2363870	25147	99768	20	38354	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/BritoIL_2016__M1.64.ST__bin.10.fa	20	2576548	128827	550866	4	176220	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/BritoIL_2016__M2.39.ST__bin.97.fa	451	2279021	5053	29438	116	6070	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/BritoIL_2016__W1.11.ST__bin.49.fa	8	1416176	177022	468665	2	349792	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/BritoIL_2016__W1.3.ST__bin.19.fa	34	2600952	76498	291489	8	135063	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/BritoIL_2016__W1.55.ST__bin.81.fa	512	1644430	3211	10208	160	3495	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/BritoIL_2016__W2.40.ST__bin.16.fa	36	1520999	42249	163454	7	81155	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/BritoIL_2016__W2.46.ST__bin.13.fa	67	2631508	39276	287241	10	81899	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/BritoIL_2016__W2.59.ST__bin.71.fa	67	2504205	37376	181722	12	63860	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/BritoIL_2016__W2.6.ST__bin.57.fa	23	2599572	113024	717033	4	206997	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/CM_madagascar__A32_01_1FE__bin.38.fa	60	2328450	38807	217716	12	60008	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/CM_madagascar__A73_01_1FE__bin.11.fa	220	2033503	9243	53679	49	12928	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/CM_madagascar__V07_01_2FE__bin.18.fa	82	2424031	29561	167077	17	42331	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/CosteaPI_2017__SID713A002-11-90-0__bin.13.fa	174	2178594	12520	56896	38	19047	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/CosteaPI_2017__SID713A084-11-0-0__bin.29.fa	24	2394273	99761	519162	4	195051	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/CosteaPI_2017__SID713B040-11-90-0__bin.117.fa	34	2581489	75926	391496	7	132258	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/CosteaPI_2017__SID713B051-11-90-0__bin.31.fa	36	2544898	70691	510320	6	126666	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/KarlssonFH_2013__S239__bin.11.fa	37	2360725	63803	470785	6	99398	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/LeChatelierE_2013__MH0053__bin.29.fa	51	2342194	45925	172583	13	64610	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/LeChatelierE_2013__MH0065__bin.24.fa	73	2443816	33476	124442	16	52289	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/LeChatelierE_2013__MH0318__bin.72.fa	16	2470907	154431	698330	3	217820	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/LiJ_2014__MH0329__bin.68.fa	9	1202537	133615	583357	2	150497	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/LiJ_2014__MH0357__bin.72.fa	42	2520046	60001	253794	7	147811	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/LiJ_2014__MH0374__bin.7.fa	8	1248777	156097	443573	2	212883	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/LiJ_2014__MH0390__bin.76.fa	46	2524298	54876	213888	10	91770	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/LiJ_2017__H3M516751__bin.15.fa	42	2469252	58791	262385	7	137362	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/LiuW_2016__SRR3992993__bin.100.fa	255	1870155	7333	44063	58	10354	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/LiuW_2016__SRR3992995__bin.82.fa	174	2306055	13253	85788	31	19642	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/LiuW_2016__SRR3993057__bin.3.fa	197	2232426	11332	59017	42	16381	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/NielsenHB_2014__MH0053__bin.26.fa	243	2281675	9389	49664	60	12596	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/NielsenHB_2014__MH0065__bin.3.fa	440	2244809	5101	34093	114	6355	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/Obregon-TitoAJ_2015__SM28__bin.26.fa	266	2467286	9275	42993	59	13719	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/QinJ_2012__T2D-082__bin.3.fa	48	2313971	48207	255148	9	81141	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/SchirmerM_2016__G88801__bin.10.fa	459	1533614	3341	15801	137	3700	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/ZeeviD_2015__PNP_Main_113__bin.8.fa	58	2520558	43457	235796	10	82763	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/ZeeviD_2015__PNP_Main_131__bin.32.fa	23	2507642	109027	809208	3	204955	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part3/5099/ZeeviD_2015__PNP_Main_134__bin.24.fa	427	1840719	4310	20468	116	5000	0
